OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
132,3,44,FRANIG,9.1,7.482,8.01,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,60,7.482,68.01,-68.01,-7.482,721376.7145,4846098.513,Managed Forest
133,3,45,CARCAR,4,6.404,7.811,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,60,6.404,67.811,-67.811,-6.404,721376.3925,4846099.608,Managed Forest
134,3,46,FRAAME,10.9,7.067,8.381,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,7.067,68.381,-68.381,-7.067,721377.0371,4846098.972,Managed Forest
135,3,47,FRAAME,10.5,7.758,5.047,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,7.758,65.047,-65.047,-7.758,721373.7902,4846097.98,Managed Forest
136,3,48,FRAAME,30.7,0.134,11.173,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,0.134,71.173,-71.173,-0.134,721379.0282,4846106.353,Managed Forest
137,3,49,FRAAME,30.7,4.194,18.181,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,4.194,78.181,-78.181,-4.194,721386.4846,4846102.755,Managed Forest
138,3,50,CARCAR,7.1,6.874,13.794,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,60,6.874,73.794,-73.794,-6.874,721382.4151,4846099.625,Managed Forest
139,3,51,ACESAC,4.6,5.161,13.167,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,60,5.161,73.167,-73.167,-5.161,721381.5933,4846101.338,Managed Forest
140,3,52,FRAAME,12.5,7.62,10.461,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,7.62,70.461,-70.461,-7.62,721379.1755,4846098.577,Managed Forest
141,3,53,ULMRUB,10.9,12.675,16.216,,Ulmus rubra,Slippery elm,Ulmaceae,DECIDUOUS,20,20,0,60,12.675,76.216,-76.216,-12.675,721385.4959,4846093.848,Managed Forest
142,3,54,TSUCAN,6,19.332,11.401,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,60,19.332,71.401,-71.401,-19.332,721381.455,4846086.583,Managed Forest
143,3,55,TSUCAN,12.4,16.377,10.29,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,60,16.377,70.29,-70.29,-16.377,721380.0081,4846089.535,Managed Forest
144,3,56,CARCAR,14.5,16.404,10.717,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,60,16.404,70.717,-70.717,-16.404,721380.4372,4846089.543,Managed Forest
145,3,57,FRAAME,30.4,16.156,11.344,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,16.156,71.344,-71.344,-16.156,721381.0343,4846089.852,Managed Forest
146,3,58,TSUCAN,10.9,14.774,12.056,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,60,14.774,72.056,-72.056,-14.774,721381.5863,4846091.336,Managed Forest
147,3,59,TSUCAN,12.3,19.692,2.398,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,60,19.692,62.398,-62.398,-19.692,721372.5147,4846085.457,Managed Forest
148,3,60,FRAAME,24.9,19.056,2.227,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,60,19.056,62.227,-62.227,-19.056,721372.2713,4846086.098,Managed Forest
149,3,61,TSUCAN,9.2,19.526,4.706,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,60,19.526,64.706,-64.706,-19.526,721374.7982,4846085.821,Managed Forest
150,4,134,FRANIG,7.6,2.687,4.556,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,80,2.687,84.556,-84.556,-2.687,721392.6717,4846104.843,Managed Forest
151,4,135,FRANIG,17.4,1.465,5.319,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,80,1.465,85.319,-85.319,-1.465,721393.2929,4846106.167,Managed Forest
152,4,136,FRAAME,30.2,1.869,5.917,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,80,1.869,85.917,-85.917,-1.869,721393.9358,4846105.8,Managed Forest
153,4,137,FRAAME,26.5,2.394,2.597,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,80,2.394,82.597,-82.597,-2.394,721390.6838,4846104.981,Managed Forest
154,4,138,CARCAR,4.4,1.303,1.882,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,80,1.303,81.882,-81.882,-1.303,721389.8456,4846106.046,Managed Forest
155,4,139,FRAAME,26.3,4.111,8.755,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,80,4.111,88.755,-88.755,-4.111,721397.0239,4846103.727,Managed Forest
156,4,140,FRANIG,20,4.596,9.16,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,80,4.596,89.16,-89.16,-4.596,721397.4835,4846103.261,Managed Forest
157,4,141,ACESAC,9.7,6.515,8.002,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,80,6.515,88.002,-88.002,-6.515,721396.5481,4846101.186,Managed Forest
158,4,142,CARCAR,9.7,3.667,1.535,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,80,3.667,81.535,-81.535,-3.667,721389.7702,4846103.58,Managed Forest
159,4,143,TSUCAN,7.2,6.152,17.732,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,6.152,97.732,-97.732,-6.152,721406.2133,4846102.376,Managed Forest
160,4,144,TSUCAN,11.9,5.848,19.778,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,5.848,99.778,-99.778,-5.848,721408.2196,4846102.861,Managed Forest
161,4,145,BETALL,4.2,8.576,13.736,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,8.576,93.736,-93.736,-8.576,721402.5045,4846099.542,Managed Forest
162,4,146,BETALL,18.3,6.939,14.373,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,6.939,94.373,-94.373,-6.939,721402.9525,4846101.283,Managed Forest
163,4,147,TSUCAN,11.3,5.99,14.662,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,5.99,94.662,-94.662,-5.99,721403.132,4846102.286,Managed Forest
164,4,148,TSUCAN,37.7,11.909,17.403,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,11.909,97.403,-97.403,-11.909,721406.5446,4846096.414,Managed Forest
165,4,149,TSUCAN,25.2,11.97,18.639,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,11.97,98.639,-98.639,-11.97,721407.7846,4846096.455,Managed Forest
166,4,150,TSUCAN,9.4,14.495,18.62,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,14.495,98.62,-98.62,-14.495,721408.055,4846093.85,Managed Forest
167,4,151,TSUCAN,9.4,15.99,19.16,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,15.99,99.16,-99.16,-15.99,721408.765,4846092.355,Managed Forest
168,4,152,PINSTR,23.7,16.293,17.442,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,16.293,97.442,-97.442,-16.293,721407.0858,4846091.898,Managed Forest
169,4,153,TSUCAN,12.8,16.293,14.817,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,16.293,94.817,-94.817,-16.293,721404.467,4846091.678,Managed Forest
170,4,154,PINSTR,38.1,18.475,14.392,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,18.475,94.392,-94.392,-18.475,721404.293,4846089.393,Managed Forest
171,4,155,PINSTR,24.5,18.556,13.176,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,18.556,93.176,-93.176,-18.556,721403.0892,4846089.208,Managed Forest
172,4,156,PINSTR,44.7,18.313,12.403,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,18.313,92.403,-92.403,-18.313,721402.2902,4846089.394,Managed Forest
173,4,157,PINSTR,31.4,19.182,11.149,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,19.182,91.149,-91.149,-19.182,721401.1387,4846088.393,Managed Forest
174,4,158,BETALL,34.2,14.232,11.708,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,14.232,91.708,-91.708,-14.232,721401.1293,4846093.542,Managed Forest
175,4,159,TSUCAN,13,15.646,13.272,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,15.646,93.272,-93.272,-15.646,721402.8516,4846092.216,Managed Forest
176,4,160,BETALL,22.7,15.303,13.465,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,15.303,93.465,-93.465,-15.303,721403.0048,4846092.585,Managed Forest
177,4,161,FAGGRA,1.8,14.313,13.813,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,80,14.313,93.813,-93.813,-14.313,721403.2386,4846093.635,Managed Forest
178,4,162,TSUCAN,15.1,18.838,5.512,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,18.838,85.512,-85.512,-18.838,721395.4758,4846088.275,Managed Forest
179,4,163,PINSTR,60.8,17.081,5.106,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,80,17.081,85.106,-85.106,-17.081,721394.8694,4846090.052,Managed Forest
180,4,164,BETALL,18.7,16.879,4.681,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,16.879,84.681,-84.681,-16.879,721394.4223,4846090.224,Managed Forest
181,4,165,BETALL,34,16.313,6.67,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,80,16.313,86.67,-86.67,-16.313,721396.3417,4846090.975,Managed Forest
182,4,166,TSUCAN,16.5,15.869,6.824,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,15.869,86.824,-86.824,-15.869,721396.4445,4846091.445,Managed Forest
183,4,167,TSUCAN,70.9,15.101,9.701,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,15.101,89.701,-89.701,-15.101,721399.2267,4846092.478,Managed Forest
184,4,00159-2,TSUCAN,13.2,15.646,13.272,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,80,15.646,93.272,-93.272,-15.646,721402.8516,4846092.216,Managed Forest
185,5,2125,TSUCAN,35.4,2.818,16.992,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,2.818,116.992,-116.992,-2.818,721425.0454,4846107.427,Managed Forest
186,5,2126,TSUCAN,60,7.645,18.882,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,7.645,118.882,-118.882,-7.645,721427.4839,4846102.61,Pasture1973
187,5,2127,PINSTR,63.1,8.353,18.069,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,100,8.353,118.069,-118.069,-8.353,721426.7539,4846101.812,Managed Forest
188,5,2128,TSUCAN,28,7.001,12.898,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,7.001,112.898,-112.898,-7.001,721421.4404,4846102.772,Managed Forest
189,5,2129,CARCAR,3.5,4.521,11.663,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,100,4.521,111.663,-111.663,-4.521,721419.9242,4846105.225,Managed Forest
190,5,2130,BETALL,24.6,18.273,1.939,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,0,100,18.273,101.939,-101.939,-18.273,721411.7989,4846090.234,Managed Forest
191,5,2131,TSUCAN,35.5,15.6,2.167,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,15.6,102.167,-102.167,-15.6,721411.7201,4846093.009,Managed Forest
192,5,2132,TSUCAN,27,13.281,2.102,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,13.281,102.102,-102.102,-13.281,721411.3896,4846095.394,Managed Forest
193,5,2133,TSUCAN,11.2,12.798,2.85,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,12.798,102.85,-102.85,-12.798,721412.0805,4846095.954,Managed Forest
194,5,2134,TSUCAN,19.8,13.12,3.24,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,13.12,103.24,-103.24,-13.12,721412.5064,4846095.655,Managed Forest
195,5,2135,TSUCAN,17,13.088,4.085,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,13.088,104.085,-104.085,-13.088,721413.3457,4846095.759,Managed Forest
196,5,2136,TILAME,41.2,12.057,3.793,,Tilia americana,Basswood,Malvaceae,DECIDUOUS,20,20,0,100,12.057,103.793,-103.793,-12.057,721412.9363,4846096.797,Managed Forest
197,5,2137,TSUCAN,28.5,12.025,5.224,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,12.025,105.224,-105.224,-12.025,721414.3602,4846096.95,Managed Forest
198,5,2138,TSUCAN,14.8,12.444,5.549,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,12.444,105.549,-105.549,-12.444,721414.7325,4846096.545,Managed Forest
199,5,2139,TSUCAN,16.1,13.378,6.427,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,13.378,106.427,-106.427,-13.378,721415.7154,4846095.656,Managed Forest
200,5,2140,TSUCAN,31.9,11.542,6.882,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,11.542,106.882,-106.882,-11.542,721415.959,4846097.587,Managed Forest
201,5,2141,TSUCAN,39.3,15.89,5.093,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,15.89,105.093,-105.093,-15.89,721414.6723,4846092.955,Managed Forest
202,5,2142,TSUCAN,23.4,17.919,7.337,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,17.919,107.337,-107.337,-17.919,721417.1434,4846091.052,Managed Forest
203,5,2143,TSUCAN,47.8,4.618,6.654,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,4.618,106.654,-106.654,-4.618,721414.9383,4846104.705,Managed Forest
204,5,2144,PINSTR,62.3,5.262,6.329,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,100,5.262,106.329,-106.329,-5.262,721414.6878,4846104.014,Managed Forest
205,5,2145,TSUCAN,7,7.903,6.362,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,7.903,106.362,-106.362,-7.903,721415.0233,4846101.294,Managed Forest
206,5,2146,PINSTR,61.6,6.067,2.297,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,100,6.067,102.297,-102.297,-6.067,721410.7577,4846102.846,Managed Forest
207,5,2147,TSUCAN,48.5,17.532,17.126,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,17.532,117.126,-117.126,-17.532,721426.8648,4846092.271,Pasture1973
208,5,2148,TSUCAN,32.5,11.671,14.72,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,11.671,114.72,-114.72,-11.671,721423.7931,4846098.111,Managed Forest
209,5,2149,TSUCAN,23.3,15.439,10.589,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,15.439,110.589,-110.589,-15.439,721420.1036,4846093.881,Managed Forest
210,5,2150,TSUCAN,28.3,15.568,14.329,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,15.568,114.329,-114.329,-15.568,721423.8494,4846094.061,Pasture1973
211,5,2151,TSUCAN,25.4,14.151,11.533,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,14.151,111.533,-111.533,-14.151,721420.8978,4846095.287,Managed Forest
212,5,02126-2,TSUCAN,21,7.645,18.882,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,7.645,118.882,-118.882,-7.645,721427.4839,4846102.61,Pasture1973
213,5,02142-2,TSUCAN,9.8,17.919,7.337,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,17.919,107.337,-107.337,-17.919,721417.1434,4846091.052,Managed Forest
214,5,02151-2,TSUCAN,19.2,14.151,11.533,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,100,14.151,111.533,-111.533,-14.151,721420.8978,4846095.287,Managed Forest
215,6,1098,TSUCAN,49.7,1.079,5.637,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,120,1.079,125.637,-125.637,-1.079,721433.4706,4846109.944,Pasture1973
216,6,1099,TSUCAN,10.4,1.446,8.384,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,120,1.446,128.384,-128.384,-1.446,721436.2531,4846109.796,Pasture1973
217,6,1395,TSUCAN,26.9,2.065,9.658,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,120,2.065,129.658,-129.658,-2.065,721437.5949,4846109.265,Pasture1973
218,6,1695,FRANIG,23.7,4.478,9.751,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,4.478,129.751,-129.751,-4.478,721437.9642,4846106.786,Pasture1973
219,6,1696,ULMRUB,2,9.211,7.762,,Ulmus rubra,Slippery elm,Ulmaceae,DECIDUOUS,20,20,0,120,9.211,127.762,-127.762,-9.211,721436.5221,4846101.74,Pasture1973
220,6,1697,ULMRUB,2.1,7.479,4.623,,Ulmus rubra,Slippery elm,Ulmaceae,DECIDUOUS,20,20,0,120,7.479,124.623,-124.623,-7.479,721433.1922,4846103.262,Pasture1973
221,6,1698,FRANIG,38.2,5.004,4.033,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,5.004,124.033,-124.033,-5.004,721432.3201,4846105.764,Pasture1973
222,6,1699,CARCAR,7.5,6.427,10.264,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,120,6.427,130.264,-130.264,-6.427,721438.6992,4846104.82,Pasture1973
223,6,1700,FRANIG,20.1,7.788,16.977,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,7.788,136.977,-136.977,-7.788,721445.5521,4846103.979,Pasture1973
224,6,1799,FRANIG,14.2,8.345,16.946,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,8.345,136.946,-136.946,-8.345,721445.585,4846103.403,Pasture1973
225,6,2401,FRANIG,13.3,9.056,18.438,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,9.056,138.438,-138.438,-9.056,721447.1549,4846102.795,Pasture1973
226,6,2402,TSUCAN,14.8,0.58,11.694,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,120,0.58,131.694,-131.694,-0.58,721439.456,4846110.967,Pasture1973
227,6,2403,CARCAR,6.4,2.622,13.714,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,120,2.622,133.714,-133.714,-2.622,721441.7051,4846109.031,Pasture1973
228,6,2404,CARCAR,5,0.828,14.957,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,120,0.828,134.957,-134.957,-0.828,721442.7396,4846110.984,Pasture1973
229,6,02405-1,CARCAR,6.3,0.704,16.915,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,120,0.704,136.915,-136.915,-0.704,721444.6787,4846111.276,Pasture1973
230,6,2406,ACESAC,19.8,13.097,16.585,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,120,13.097,136.585,-136.585,-13.097,721445.7693,4846098.474,Pasture1973
231,6,2407,POPTRE,10.8,12.077,16.818,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,0,120,12.077,136.818,-136.818,-12.077,721445.8849,4846099.545,Pasture1973
232,6,2408,FRANIG,7.7,10.777,18.776,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,10.777,138.776,-138.776,-10.777,721447.6893,4846101.049,Pasture1973
233,6,2409,FAGGRA,24.6,13.19,6.142,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,120,13.19,126.142,-126.142,-13.19,721435.3618,4846097.503,Pasture1973
234,6,2410,FRANIG,6.1,19.408,6.935,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,120,19.408,126.935,-126.935,-19.408,721436.8653,4846091.16,Pasture1973
235,6,02405-2,CARCAR,7.6,0.704,16.915,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,0,120,0.704,136.915,-136.915,-0.704,721444.6787,4846111.276,Pasture1973
236,7,2411,TSUCAN,22.4,4.396,5.013,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,4.396,145.013,-145.013,-4.396,721453.1804,4846108.149,Pasture1973
237,7,2412,ACESAC,1.5,9.576,0.32,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,140,9.576,140.32,-140.32,-9.576,721449.092,4846102.417,Pasture1973
238,7,2413,ULMAME,14,9.062,0.831,,Ulmus americana,American elm,Ulmaceae,DECIDUOUS,20,20,0,140,9.062,140.831,-140.831,-9.062,721449.5429,4846102.989,Pasture1973
239,7,2414,FRANIG,9.1,8.205,1.24,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,8.205,141.24,-141.24,-8.205,721449.8527,4846103.907,Pasture1973
240,7,2415,FRAAME,4.4,8.616,0.968,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,140,8.616,140.968,-140.968,-8.616,721449.6285,4846103.46,Pasture1973
241,7,2416,FRANIG,7.4,7.622,0.49,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,7.622,140.49,-140.49,-7.622,721449.0377,4846104.445,Pasture1973
242,7,2417,FRANIG,14.2,6.217,1.65,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,6.217,141.65,-141.65,-6.217,721450.034,4846105.99,Pasture1973
243,7,2418,FRAAME,9.4,4.366,2.366,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,140,4.366,142.366,-142.366,-4.366,721450.5362,4846107.959,Pasture1973
244,7,2419,FRANIG,3.3,3.783,3.082,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,3.783,143.082,-143.082,-3.783,721451.1838,4846108.62,Pasture1973
245,7,2420,TSUCAN,16,5.394,3.866,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,5.394,143.866,-143.866,-5.394,721452.1504,4846107.025,Pasture1973
246,7,2421,FAGGRA,2.5,8.41,6.662,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,140,8.41,146.662,-146.662,-8.41,721455.2853,4846104.15,Pasture1973
247,7,2422,FAGGRA,10.8,9.747,5.98,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,140,9.747,145.98,-145.98,-9.747,721454.7581,4846102.715,Pasture1973
248,7,2423,TILAME,42,6.251,5.128,,Tilia americana,Basswood,Malvaceae,DECIDUOUS,20,20,0,140,6.251,145.128,-145.128,-6.251,721453.5076,4846106.247,Pasture1973
249,7,2424,TSUCAN,29,7.896,4.105,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,7.896,144.105,-144.105,-7.896,721452.6755,4846104.466,Pasture1973
250,7,2425,FAGGRA,17,8.033,3.252,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,140,8.033,143.252,-143.252,-8.033,721451.8402,4846104.253,Pasture1973
251,7,2426,PINSTR,17.5,6.868,7.72,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,140,6.868,147.72,-147.72,-6.868,721456.1641,4846105.828,Pasture1973
252,7,2427,ACESAC,59.8,5.017,8.231,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,140,5.017,148.231,-148.231,-5.017,721456.4618,4846107.779,Pasture1973
253,7,2428,TSUCAN,4.6,5.017,7.822,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,5.017,147.822,-147.822,-5.017,721456.0538,4846107.745,Pasture1973
254,7,2429,TSUCAN,9.4,3.543,7.072,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,3.543,147.072,-147.072,-3.543,721455.1367,4846109.201,Pasture1973
255,7,2430,TSUCAN,7.3,3.098,7.515,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,3.098,147.515,-147.515,-3.098,721455.5277,4846109.697,Pasture1973
256,7,2431,FRANIG,17.6,5.017,5.503,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,5.017,145.503,-145.503,-5.017,721453.7403,4846107.55,Pasture1973
257,7,2432,PINSTR,16.2,1.624,10.107,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,140,1.624,150.107,-150.107,-1.624,721457.9447,4846111.434,Pasture1973
258,7,2433,TSUCAN,19.2,1.213,10.311,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,1.213,150.311,-150.311,-1.213,721458.1011,4846111.875,Pasture1973
259,7,2434,TSUCAN,30.2,3.578,11.368,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,3.578,151.368,-151.368,-3.578,721459.4265,4846109.525,Pasture1973
260,7,2435,TSUCAN,8.5,4.572,10.754,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,140,4.572,150.754,-150.754,-4.572,721458.9278,4846108.449,Pasture1973
261,7,2436,QUERUB,27,5.017,12.732,,Quercus rubra,Red oak,Fagaceae,DECIDUOUS,20,20,0,140,5.017,152.732,-152.732,-5.017,721460.9521,4846108.156,Pasture1973
262,7,2437,FRANIG,13.8,6.148,12.016,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,6.148,152.016,-152.016,-6.148,721460.3674,4846106.931,Pasture1973
263,7,2438,ACESAC,11.7,8.068,16.876,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,140,8.068,156.876,-156.876,-8.068,721465.4358,4846105.359,Pasture1973
264,7,2439,ACESAC,3.2,8.548,19.228,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,140,8.548,159.228,-159.228,-8.548,721467.8371,4846105.061,Pasture1973
265,7,2440,FRANIG,9,8.068,19.467,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,140,8.068,159.467,-159.467,-8.068,721468.0206,4846105.576,Pasture1973
266,7,2441,POPTRE,31,1.213,19.16,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,0,140,1.213,159.16,-159.16,-1.213,721466.929,4846112.616,Pasture1973
