OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
9899,709,4524,TSUCAN,22.2,9.31,19.386,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,149.31,199.386,-199.386,-149.31,721524.0256,4845963.329,Managed Forest
9900,709,4525,FRAAME,22.3,8.648,18.888,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,180,148.648,198.888,-198.888,-148.648,721523.4529,4845963.97,Managed Forest
9901,709,4526,TSUCAN,8.5,6.319,16.75,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,146.319,196.75,-196.75,-146.319,721521.0532,4845966.191,Managed Forest
9902,709,4527,TSUCAN,9.8,5.167,17.082,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,145.167,197.082,-197.082,-145.167,721521.2524,4845967.407,Managed Forest
9903,709,4528,ACESAC,48.3,5.462,19.458,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,180,145.462,199.458,-199.458,-145.462,721523.6565,4845967.302,Managed Forest
9904,709,4529,TSUCAN,17.8,4.8,18.175,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,144.8,198.175,-198.175,-144.8,721522.3008,4845967.877,Managed Forest
9905,709,4530,TSUCAN,11.3,3.967,16.726,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,143.967,196.726,-196.726,-143.967,721520.7598,4845968.614,Managed Forest
9906,709,4531,TSUCAN,11.5,1.319,17.106,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,141.319,197.106,-197.106,-141.319,721520.8355,4845971.375,Managed Forest
9907,709,4532,TSUCAN,21.1,4.31,14.375,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,144.31,194.375,-194.375,-144.31,721518.4537,4845968.063,Managed Forest
9908,709,4533,TSUCAN,9.3,3.599,14.208,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,143.599,194.208,-194.208,-143.599,721518.2056,4845968.782,Managed Forest
9909,709,4534,TSUCAN,22.3,0.413,12.094,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,140.413,192.094,-192.094,-140.413,721515.7317,4845971.889,Managed Forest
9910,709,4535,ACESAC,26.3,12.422,2.736,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,180,152.422,182.736,-182.736,-152.422,721507.7718,4845958.725,Managed Forest
9911,709,4536,TSUCAN,32.3,11.663,3.353,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,151.663,183.353,-183.353,-151.663,721508.3004,4845959.56,Managed Forest
9912,709,4537,TSUCAN,8.3,10.462,1.097,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,150.462,181.097,-181.097,-150.462,721505.9121,4845960.608,Managed Forest
9913,709,4538,TSUCAN,20.3,13.035,2.332,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,153.035,182.332,-182.332,-153.035,721507.439,4845958.06,Managed Forest
9914,709,4539,TSUCAN,18.5,14.751,2.474,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,154.751,182.474,-182.474,-154.751,721507.7772,4845956.303,Managed Forest
9915,709,4540,TSUCAN,18.7,16.736,2.949,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,156.736,182.949,-182.949,-156.736,721508.4785,4845954.296,Managed Forest
9916,709,4541,TSUCAN,23.4,16.221,4.042,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,156.221,184.042,-184.042,-156.221,721509.5099,4845954.919,Managed Forest
9917,709,4542,TSUCAN,17.4,19.016,10.511,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,159.016,190.511,-190.511,-159.016,721516.2837,4845952.58,Managed Forest
9918,709,4543,TSUCAN,13,19.481,18.302,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,159.481,198.302,-198.302,-159.481,721524.1094,4845952.754,Managed Forest
9919,709,4544,TSUCAN,31.7,18.378,17.85,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,158.378,197.85,-197.85,-158.378,721523.5321,4845953.853,Managed Forest
9920,709,4545,TSUCAN,20.9,18.795,17.755,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,158.795,197.755,-197.755,-158.795,721523.4851,4845953.415,Managed Forest
9921,709,4546,TSUCAN,11.5,18.721,17.352,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,158.721,197.352,-197.352,-158.721,721523.0746,4845953.458,Managed Forest
9922,709,4547,TSUCAN,21.7,15.437,18.23,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,155.437,198.23,-198.23,-155.437,721523.5742,4845956.916,Managed Forest
9923,709,4548,TSUCAN,6.9,15.217,17.969,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,155.217,197.969,-197.969,-155.217,721523.2887,4845957.121,Managed Forest
9924,709,4549,TSUCAN,7.7,10.437,17.138,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,180,150.437,197.138,-197.138,-150.437,721521.912,4845961.979,Managed Forest
9925,709,04535-2,ACESAC,26.2,12.422,2.736,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,180,152.422,182.736,-182.736,-152.422,721507.7718,4845958.725,Managed Forest
9926,709,04535-3,ACESAC,20,12.422,2.736,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,180,152.422,182.736,-182.736,-152.422,721507.7718,4845958.725,Managed Forest
9927,710,6806,ACESAC,8.8,14.35,15.1,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,154.35,215.1,-215.1,-154.35,721540.2795,4845959.451,Managed Forest
9928,710,6807,TSUCAN,14.7,12.3,13.76,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,152.3,213.76,-213.76,-152.3,721538.7078,4845961.452,Managed Forest
9929,710,6808,ACESAC,13.3,12.34,18.87,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,152.34,218.87,-218.87,-152.34,721543.8102,4845961.839,Managed Forest
9930,710,6809,ACESAC,9.3,17.47,18.02,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,157.47,218.02,-218.02,-157.47,721543.55,4845956.48,Managed Forest
9931,710,6810,CARCOR,30.5,16.03,15.11,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,200,156.03,215.11,-215.11,-156.03,721540.4819,4845957.72,Managed Forest
9932,710,6811,TSUCAN,17.4,16.37,14.2,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,156.37,214.2,-214.2,-156.37,721539.6131,4845957.293,Managed Forest
9933,710,6812,TSUCAN,8.5,14.59,14.23,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,154.59,214.23,-214.23,-154.59,721539.4391,4845959.131,Managed Forest
9934,710,6813,TSUCAN,21.9,19.8,9.02,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,159.8,209.02,-209.02,-159.8,721534.8384,4845953.324,Managed Forest
9935,710,6814,TSUCAN,36.4,19.61,6.26,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,159.61,206.26,-206.26,-159.61,721532.0632,4845953.288,Managed Forest
9936,710,6815,TSUCAN,19.4,19.8,1.8,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,159.8,201.8,-201.8,-159.8,721527.6356,4845952.718,Managed Forest
9937,710,6816,TSUCAN,28.9,16.93,4.02,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,156.93,204.02,-204.02,-156.93,721529.5215,4845955.863,Managed Forest
9938,710,6817,TSUCAN,18.3,15.28,0.92,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,155.28,200.92,-200.92,-155.28,721526.2398,4845957.304,Managed Forest
9939,710,6818,TSUCAN,12.3,14.69,3.33,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,154.69,203.33,-203.33,-154.69,721528.5765,4845958.114,Managed Forest
9940,710,6819,TSUCAN,21.4,13.84,5.9,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,153.84,205.9,-205.9,-153.84,721531.043,4845959.206,Managed Forest
9941,710,6820,TSUCAN,14.1,12.61,5,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,152.61,205,-205,-152.61,721530.0042,4845960.398,Managed Forest
9942,710,6821,TSUCAN,13.8,12.5,3.71,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,152.5,203.71,-203.71,-152.5,721528.7047,4845960.403,Managed Forest
9943,710,6822,ACESAC,11.7,9.72,2.83,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,149.72,202.83,-202.83,-149.72,721527.5083,4845963.195,Managed Forest
9944,710,6823,CARCOR,37.1,8.94,0.83,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,200,148.94,200.83,-200.83,-148.94,721525.4237,4845963.832,Managed Forest
9945,710,6824,CARCOR,36.3,8.06,1.55,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,200,148.06,201.55,-201.55,-148.06,721526.0412,4845964.799,Managed Forest
9946,710,6825,TSUCAN,29.2,5.82,3.58,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,145.82,203.58,-203.58,-145.82,721527.8097,4845967.278,Managed Forest
9947,710,6826,CARCOR,33.8,5.05,4.07,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,200,145.05,204.07,-204.07,-145.05,721528.2104,4845968.113,Managed Forest
9948,710,6827,ACESAC,18.6,5.83,4.95,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,145.83,204.95,-204.95,-145.83,721529.1776,4845967.383,Managed Forest
9949,710,6828,TSUCAN,29.6,1.14,1.24,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,141.14,201.24,-201.24,-141.14,721524.9392,4845971.906,Managed Forest
9950,710,6829,ACESAC,10.8,2.96,3.58,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,142.96,203.58,-203.58,-142.96,721527.4821,4845970.226,Managed Forest
9951,710,6830,TSUCAN,19.2,3.19,4.43,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,143.19,204.43,-204.43,-143.19,721528.3564,4845970.06,Managed Forest
9952,710,6831,TSUCAN,16.5,4.64,4.98,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,144.64,204.98,-204.98,-144.64,721529.0712,4845968.612,Managed Forest
9953,710,6832,TSUCAN,6.1,4.48,7.83,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,144.48,207.83,-207.83,-144.48,721531.8961,4845969.016,Managed Forest
9954,710,6833,TSUCAN,7,6.9,8.42,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,146.9,208.42,-208.42,-146.9,721532.7619,4845966.571,Managed Forest
9955,710,6834,TSUCAN,21.2,8.04,8.27,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,148.04,208.27,-208.27,-148.04,721532.7429,4845965.383,Managed Forest
9956,710,6835,ACESAC,31,7.92,9.44,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,200,147.92,209.44,-209.44,-147.92,721533.8963,4845965.605,Managed Forest
9957,710,6836,CARCAR,5,4.33,17.06,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,144.33,217.06,-217.06,-144.33,721541.0869,4845969.944,Managed Forest
9958,710,6837,CARCAR,4.8,3.94,17.3,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,143.94,217.3,-217.3,-143.94,721541.2816,4845970.366,Managed Forest
9959,710,6838,CARCAR,2.5,5.75,18.81,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,145.75,218.81,-218.81,-145.75,721542.9954,4845968.627,Managed Forest
9960,710,6839,CARCAR,2.2,7.52,19.4,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,147.52,219.4,-219.4,-147.52,721543.7868,4845966.852,Managed Forest
9961,710,6840,CARCAR,3.1,8.14,19.2,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,148.14,219.2,-219.2,-148.14,721543.6583,4845966.196,Managed Forest
9962,710,6841,TSUCAN,31.6,8.76,13.22,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,200,148.76,213.22,-213.22,-148.76,721537.7636,4845965.056,Managed Forest
9963,710,6843,CARCAR,2.2,5.75,14.18,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,145.75,214.18,-214.18,-145.75,721538.3764,4845968.239,Managed Forest
9964,710,6844,CARCAR,3.5,5.59,14.48,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,145.59,214.48,-214.48,-145.59,721538.6574,4845968.429,Managed Forest
9965,710,6845,CARCAR,3.9,5.49,14.35,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,200,145.49,214.35,-214.35,-145.49,721538.5162,4845968.521,Managed Forest
9966,711,6876,ACESAC,47.2,1.11,4.17,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,141.11,224.17,-224.17,-141.11,721547.811,4845973.859,Managed Forest
9967,711,6877,TSUCAN,9.9,0.67,4.92,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,140.67,224.92,-224.92,-140.67,721548.5088,4845974.376,Managed Forest
9968,711,6878,FRANIG,7.5,2.83,6.34,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,140,220,142.83,226.34,-226.34,-142.83,721550.1729,4845972.268,Managed Forest
9969,711,6879,TSUCAN,19.7,1.52,7.61,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,141.52,227.61,-227.61,-141.52,721551.2898,4845973.725,Managed Forest
9970,711,6880,TSUCAN,24.3,8.3,8.94,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,148.3,228.94,-228.94,-148.3,721553.3934,4845966.848,Managed Forest
9971,711,6881,TSUCAN,27,9.84,4.28,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,149.84,224.28,-224.28,-149.84,721548.9209,4845964.87,Managed Forest
9972,711,6882,CARCAR,5.5,5.75,1.01,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,220,145.75,221.01,-221.01,-145.75,721545.1902,4845968.811,Managed Forest
9973,711,6883,ACESAC,43.2,11.44,5.03,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,151.44,225.03,-225.03,-151.44,721549.8524,4845963.283,Managed Forest
9974,711,6884,ACESAC,16.2,13.86,3.42,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,153.86,223.42,-223.42,-153.86,721548.5235,4845960.654,Managed Forest
9975,711,6885,TSUCAN,21.6,17.35,2.14,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,157.35,222.14,-222.14,-157.35,721547.6464,4845956.949,Managed Forest
9976,711,6887,FRAAME,44,16.13,0.47,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,220,156.13,220.47,-220.47,-156.13,721545.8406,4845958.066,Managed Forest
9977,711,6888,TSUCAN,11,13.74,0.6,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,153.74,220.6,-220.6,-153.74,721545.6965,4845960.541,Managed Forest
9978,711,6889,TSUCAN,10,12.55,0.39,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,152.55,220.39,-220.39,-152.55,721545.3507,4845961.75,Managed Forest
9979,711,6890,ACESAC,25.4,11.09,0.29,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,151.09,220.29,-220.29,-151.09,721545.0836,4845963.247,Managed Forest
9980,711,6891,ACESAC,40.5,13.71,11.36,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,153.71,231.36,-231.36,-153.71,721556.4274,4845961.474,Managed Forest
9981,711,6892,TSUCAN,13.1,14.67,13.01,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,154.67,233.01,-233.01,-154.67,721558.1834,4845960.623,Managed Forest
9982,711,6893,ACESAC,9.9,12.47,12.76,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,152.47,232.76,-232.76,-152.47,721557.682,4845962.869,Managed Forest
9983,711,6894,ACESAC,15.5,11.62,11.9,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,151.62,231.9,-231.9,-151.62,721556.7267,4845963.674,Managed Forest
9984,711,6895,ACESAC,28.4,10.38,14.59,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,150.38,234.59,-234.59,-150.38,721559.2682,4845965.177,Managed Forest
9985,711,6896,TSUCAN,28.4,13.71,15.85,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,153.71,235.85,-235.85,-153.71,721560.9067,4845961.85,Managed Forest
9986,711,6897,TSUCAN,19,16.06,16.93,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,156.06,236.93,-236.93,-156.06,721562.2533,4845959.518,Managed Forest
9987,711,6898,TSUCAN,21,17.7,15.1,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,157.7,235.1,-235.1,-157.7,721560.6156,4845957.674,Managed Forest
9988,711,6899,FRAAME,25,3.94,15,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,220,143.94,235,-235,-143.94,721558.9394,4845971.85,Managed Forest
9989,711,6900,TSUCAN,11.4,3.22,15.03,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,143.22,235.03,-235.03,-143.22,721558.8869,4845972.595,Managed Forest
9990,711,6901,ACESAC,33.1,6.09,18.2,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,220,146.09,238.2,-238.2,-146.09,721562.3781,4845969.902,Managed Forest
9991,711,7000,BETALL,18.6,0.59,17.7,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,220,140.59,237.7,-237.7,-140.59,721561.2492,4845975.53,Managed Forest
9992,711,6880-1,TSUCAN,28.2,7.08,7.75,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,147.08,227.75,-227.75,-147.08,721552.0665,4845968.006,Managed Forest
9993,711,6880-2,TSUCAN,12.5,7.03,7.66,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,220,147.03,227.66,-227.66,-147.03,721551.9709,4845968.05,Managed Forest
9994,712,6946,OSTVIR,4.9,7.06,17.88,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,240,147.06,257.88,-257.88,-147.06,721582.1223,4845970.552,Managed Forest
9995,712,6947,CARCAR,5.4,6.76,19.36,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,240,146.76,259.36,-259.36,-146.76,721583.5644,4845970.985,Managed Forest
9996,712,6948,TSUCAN,18.5,7.45,16.32,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,147.45,256.32,-256.32,-147.45,721580.6107,4845970.019,Managed Forest
9997,712,6949,TSUCAN,18.2,8.35,14.07,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,148.35,254.07,-254.07,-148.35,721578.4692,4845968.903,Managed Forest
9998,712,6950,TSUCAN,22,8.96,11.73,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,148.96,251.73,-251.73,-148.96,721576.2047,4845968.078,Managed Forest
9999,712,6951,ACESAC,42.3,4.23,12.31,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,144.23,252.31,-252.31,-144.23,721576.2414,4845973.002,Managed Forest
10000,712,6952,TSUCAN,10.7,2.69,9.94,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,142.69,249.94,-249.94,-142.69,721573.7006,4845974.391,Managed Forest
10001,712,6953,BETALL,19.4,0.53,12.66,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,240,140.53,252.66,-252.66,-140.53,721576.1667,4845976.845,Managed Forest
10002,712,6954,FAGGRA,4.8,0.14,14.47,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,140,240,140.14,254.47,-254.47,-140.14,721577.9277,4845977.399,Managed Forest
10003,712,6955,ACESAC,29.9,3.11,14.54,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,143.11,254.54,-254.54,-143.11,721578.3378,4845974.344,Managed Forest
10004,712,6956,TSUCAN,35.9,3.1,15.31,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,143.1,255.31,-255.31,-143.1,721579.1048,4845974.418,Managed Forest
10005,712,6957,ACESAC,43.7,0.52,17.63,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,140.52,257.63,-257.63,-140.52,721581.1237,4845977.272,Managed Forest
10006,712,6959,TSUCAN,30,15.6,14.92,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,155.6,254.92,-254.92,-155.6,721580.1477,4845961.501,Managed Forest
10007,712,6960,FAGGRA,2.7,19.36,17.72,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,140,240,159.36,257.72,-257.72,-159.36,721583.3718,4845957.86,Managed Forest
10008,712,6961,TSUCAN,24.5,15.58,13.96,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,155.58,253.96,-253.96,-155.58,721579.1877,4845961.441,Managed Forest
10009,712,6962,ACESAC,64.7,13.03,10.11,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,153.03,250.11,-250.11,-153.03,721575.0548,4845963.747,Managed Forest
10010,712,6963,CARCOR,4.2,14.95,6.73,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,240,154.95,246.73,-246.73,-154.95,721571.9028,4845961.484,Managed Forest
10011,712,6964,TILAME,11.8,17.67,7.75,,Tilia americana,Basswood,Malvaceae,DECIDUOUS,20,20,140,240,157.67,247.75,-247.75,-157.67,721573.232,4845958.766,Managed Forest
10012,712,6965,ACESAC,58,17.53,4.87,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,157.53,244.87,-244.87,-157.53,721570.3428,4845958.669,Managed Forest
10013,712,6966,CARCAR,5.3,17.44,3.19,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,240,157.44,243.19,-243.19,-157.44,721568.6565,4845958.621,Managed Forest
10014,712,6967,TSUCAN,21.9,12.28,1.75,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,152.28,241.75,-241.75,-152.28,721566.6288,4845963.819,Managed Forest
10015,712,6968,ACESAC,37.2,12.78,5.13,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,152.78,245.13,-245.13,-152.78,721570.058,4845963.587,Managed Forest
10016,712,6969,BETALL,43,10.96,2.37,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,240,150.96,242.37,-242.37,-150.96,721567.0961,4845965.232,Managed Forest
10017,712,6970,TSUCAN,28.6,11.04,4.86,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,151.04,244.86,-244.86,-151.04,721569.5893,4845965.358,Managed Forest
10018,712,6971,TSUCAN,21.3,9.62,9.18,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,149.62,249.18,-249.18,-149.62,721573.7363,4845967.184,Managed Forest
10019,712,6972,ACESAC,36.4,7.34,7.03,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,147.34,247.03,-247.03,-147.34,721571.3303,4845969.354,Managed Forest
10020,712,6973,TSUCAN,12.4,7.14,2.64,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,147.14,242.64,-242.64,-147.14,721566.9278,4845969.192,Managed Forest
10021,712,6974,TSUCAN,29.3,5.02,3.84,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,145.02,243.84,-243.84,-145.02,721567.8821,4845971.478,Managed Forest
10022,712,6975,ACESAC,25.9,5.91,0.36,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,145.91,240.36,-240.36,-145.91,721564.5123,4845970.269,Managed Forest
10023,712,6976,TSUCAN,23.8,2.94,0.46,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,142.94,240.46,-240.46,-142.94,721564.2719,4845973.339,Managed Forest
10024,712,6977,TSUCAN,26,2.19,2.36,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,142.19,242.36,-242.36,-142.19,721566.0814,4845974.271,Managed Forest
10025,712,6978,TSUCAN,10.7,1.6,2.37,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,141.6,242.37,-242.37,-141.6,721566.0238,4845974.88,Managed Forest
10026,712,6979,TSUCAN,25.4,1.12,3.19,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,141.12,243.19,-243.19,-141.12,721566.7868,4845975.443,Managed Forest
10027,712,6980,TSUCAN,24.9,3.99,5.63,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,143.99,245.63,-245.63,-143.99,721569.5498,4845972.69,Managed Forest
10028,712,6981,CARCAR,6.2,1.43,6.81,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,240,141.43,246.81,-246.81,-141.43,721570.4337,4845975.427,Managed Forest
10029,712,6982,CARCAR,7,0.02,8.13,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,240,140.02,248.13,-248.13,-140.02,721571.589,4845976.991,Managed Forest
10030,712,6983,ACESAC,62.8,0.88,9.25,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,240,140.88,249.25,-249.25,-140.88,721572.8049,4845976.199,Managed Forest
